crime,cod_ibge,municipio,taxa_por_1000,moran_local_Ii,p_valor,cluster,litoranea_turistica
Furto (art. 155),3530201,Mirante do Paranapanema,9.173,-0.5057,0.02,Alto-Baixo,0
Furto (art. 155),3530300,Mirassol,8.052,-0.0356,0.78,Não significativo,0
Furto (art. 155),3530409,Mirassolândia,4.284,0.0803,0.886,Não significativo,0
Furto (art. 155),3530508,Mococa,11.539,0.0475,0.876,Não significativo,0
Furto (art. 155),3530607,Mogi das Cruzes,10.396,1.0677,0.006,Alto-Alto,0
Furto (art. 155),3530706,Mogi Guaçu,10.452,0.4097,0.224,Não significativo,0
Furto (art. 155),3530805,Mogi Mirim,10.901,0.0409,0.804,Não significativo,0
Furto (art. 155),3530904,Mombuca,6.717,0.0198,0.65,Não significativo,0
Furto (art. 155),3531001,Monções,4.13,0.3238,0.316,Não significativo,0
Furto (art. 155),3531100,Mongaguá,34.172,32.1355,0.002,Alto-Alto,1
Furto (art. 155),3531209,Monte Alegre do Sul,6.259,0.0118,0.99,Não significativo,0
Furto (art. 155),3531308,Monte Alto,6.159,0.027,0.778,Não significativo,0
Furto (art. 155),3531407,Monte Aprazível,5.296,0.2317,0.086,Não significativo,0
Furto (art. 155),3531506,Monte Azul Paulista,4.738,0.4101,0.068,Não significativo,0
Furto (art. 155),3531605,Monte Castelo,4.974,0.6874,0.002,Baixo-Baixo,0
Furto (art. 155),3531704,Monteiro Lobato,4.592,-0.2575,0.332,Não significativo,0
Furto (art. 155),3531803,Monte Mor,5.753,-0.1883,0.182,Não significativo,0
Furto (art. 155),3531902,Morro Agudo,10.525,-0.1297,0.788,Não significativo,0
Furto (art. 155),3532009,Morungaba,6.122,-0.1189,0.234,Não significativo,0
Furto (art. 155),3532058,Motuca,4.71,-0.1526,0.49,Não significativo,0
Furto (art. 155),3532108,Murutinga do Sul,4.817,0.1978,0.656,Não significativo,0
Furto (art. 155),3532157,Nantes,5.263,0.2504,0.214,Não significativo,0
Furto (art. 155),3532207,Narandiba,8.402,-0.196,0.36,Não significativo,0
Furto (art. 155),3532306,Natividade da Serra,5.429,-0.5223,0.048,Baixo-Alto,0
Furto (art. 155),3532405,Nazaré Paulista,8.399,0.2,0.214,Não significativo,0
Furto (art. 155),3532504,Neves Paulista,4.64,0.0811,0.776,Não significativo,0
Furto (art. 155),3532603,Nhandeara,3.959,0.3956,0.142,Não significativo,0
Furto (art. 155),3532702,Nipoã,6.105,0.0895,0.392,Não significativo,0
Furto (art. 155),3532801,Nova Aliança,3.287,0.0065,0.876,Não significativo,0
Furto (art. 155),3532827,Nova Campina,3.295,0.6256,0.066,Não significativo,0
Furto (art. 155),3532843,Nova Canaã Paulista,3.445,0.3394,0.48,Não significativo,0
Furto (art. 155),3532868,Nova Castilho,2.825,0.1734,0.794,Não significativo,0
Furto (art. 155),3532900,Nova Europa,5.585,-0.09,0.474,Não significativo,0
Furto (art. 155),3533007,Nova Granada,4.738,0.2543,0.256,Não significativo,0
Furto (art. 155),3533106,Nova Guataporanga,2.319,1.442,0.002,Baixo-Baixo,0
Furto (art. 155),3533205,Nova Independência,4.556,0.3194,0.206,Não significativo,0
Furto (art. 155),3533254,Novais,2.04,0.4962,0.518,Não significativo,0
Furto (art. 155),3533304,Nova Luzitânia,7.05,-0.0061,0.554,Não significativo,0
Furto (art. 155),3533403,Nova Odessa,9.223,0.5657,0.112,Não significativo,0
Furto (art. 155),3533502,Novo Horizonte,7.202,-0.0311,0.086,Não significativo,0
Furto (art. 155),3533601,Nuporanga,4.871,-0.1801,0.38,Não significativo,0
Furto (art. 155),3533700,Ocauçu,4.849,-0.0655,0.668,Não significativo,0
Furto (art. 155),3533809,Óleo,6.768,-0.0077,0.592,Não significativo,0
Furto (art. 155),3533908,Olímpia,6.537,0.0174,0.71,Não significativo,0
Furto (art. 155),3534005,Onda Verde,7.965,0.0631,0.554,Não significativo,0
Furto (art. 155),3534104,Oriente,4.437,-0.0793,0.654,Não significativo,0
Furto (art. 155),3534203,Orindiúva,4.482,0.475,0.1,Não significativo,0
Furto (art. 155),3534302,Orlândia,4.958,0.0098,0.902,Não significativo,0
Furto (art. 155),3534401,Osasco,14.514,4.2253,0.008,Alto-Alto,0
Furto (art. 155),3534500,Oscar Bressane,6.883,0.0175,0.052,Não significativo,0
Furto (art. 155),3534609,Osvaldo Cruz,5.34,0.4206,0.006,Baixo-Baixo,0
Furto (art. 155),3534708,Ourinhos,10.436,0.0447,0.77,Não significativo,0
Furto (art. 155),3534757,Ouroeste,7.48,0.05,0.42,Não significativo,0
Furto (art. 155),3534807,Ouro Verde,3.471,0.3137,0.482,Não significativo,0
Furto (art. 155),3534906,Pacaembu,3.361,1.0922,0.004,Baixo-Baixo,0
Furto (art. 155),3535002,Palestina,4.618,0.2882,0.142,Não significativo,0
Furto (art. 155),3535101,Palmares Paulista,4.87,0.2658,0.288,Não significativo,0
Furto (art. 155),3535200,Palmeira d'Oeste,4.718,0.4002,0.016,Baixo-Baixo,0
Furto (art. 155),3535309,Palmital,5.665,0.1152,0.64,Não significativo,0
Furto (art. 155),3535408,Panorama,8.688,-0.4175,0.014,Alto-Baixo,0
Furto (art. 155),3535507,Paraguaçu Paulista,8.633,-0.1367,0.456,Não significativo,0
Furto (art. 155),3535606,Paraibuna,9.566,0.3485,0.206,Não significativo,0
Furto (art. 155),3535705,Paraíso,1.804,0.6175,0.258,Não significativo,0
Furto (art. 155),3535804,Paranapanema,5.517,0.1561,0.308,Não significativo,0
Furto (art. 155),3535903,Paranapuã,3.969,0.4268,0.154,Não significativo,0
Furto (art. 155),3536000,Parapuã,6.049,0.1292,0.114,Não significativo,0
Furto (art. 155),3536109,Pardinho,11.324,0.3633,0.39,Não significativo,0
Furto (art. 155),3536208,Pariquera-Açu,6.135,-0.0729,0.402,Não significativo,0
Furto (art. 155),3536257,Parisi,6.916,-0.0022,0.61,Não significativo,0
Furto (art. 155),3536307,Patrocínio Paulista,11.852,0.318,0.508,Não significativo,0
Furto (art. 155),3536406,Paulicéia,3.268,0.6532,0.138,Não significativo,0
Furto (art. 155),3536505,Paulínia,10.729,1.1123,0.024,Alto-Alto,0
Furto (art. 155),3536570,Paulistânia,5.742,0.0966,0.604,Não significativo,0
Furto (art. 155),3536604,Paulo de Faria,3.243,0.5528,0.37,Não significativo,0
Furto (art. 155),3536703,Pederneiras,8.7,0.2051,0.222,Não significativo,0
Furto (art. 155),3536802,Pedra Bela,3.203,-0.0431,0.81,Não significativo,0
Furto (art. 155),3536901,Pedranópolis,5.741,0.109,0.476,Não significativo,0
Furto (art. 155),3537008,Pedregulho,10.306,0.8574,0.088,Não significativo,0
Furto (art. 155),3537107,Pedreira,6.773,-0.057,0.066,Não significativo,0
Furto (art. 155),3537156,Pedrinhas Paulista,4.28,0.549,0.11,Não significativo,0
Furto (art. 155),3537206,Pedro de Toledo,10.815,2.7232,0.002,Alto-Alto,0
Furto (art. 155),3537305,Penápolis,9.112,-0.208,0.306,Não significativo,0
Furto (art. 155),3537404,Pereira Barreto,7.263,0.0091,0.704,Não significativo,0
Furto (art. 155),3537503,Pereiras,6.638,0.0054,0.972,Não significativo,0
Furto (art. 155),3537602,Peruíbe,25.061,10.3103,0.004,Alto-Alto,1
Furto (art. 155),3537701,Piacatu,2.537,0.7466,0.05,Baixo-Baixo,0
Furto (art. 155),3537800,Piedade,6.154,0.0431,0.77,Não significativo,0
Furto (art. 155),3537909,Pilar do Sul,4.128,-0.0096,0.852,Não significativo,0
Furto (art. 155),3538006,Pindamonhangaba,8.197,0.0241,0.74,Não significativo,0
Furto (art. 155),3538105,Pindorama,6.189,0.051,0.598,Não significativo,0
Furto (art. 155),3538204,Pinhalzinho,8.868,-0.1499,0.542,Não significativo,0
Furto (art. 155),3538303,Piquerobi,2.757,0.9862,0.016,Baixo-Baixo,0
Furto (art. 155),3538501,Piquete,5.765,0.005,0.94,Não significativo,0
Furto (art. 155),3538600,Piracaia,5.724,-0.0739,0.54,Não significativo,0
Furto (art. 155),3538709,Piracicaba,9.492,0.211,0.258,Não significativo,0
Furto (art. 155),3538808,Piraju,6.081,0.1175,0.106,Não significativo,0
Furto (art. 155),3538907,Pirajuí,4.681,0.2776,0.102,Não significativo,0
Furto (art. 155),3539004,Pirangi,5.696,0.2907,0.018,Baixo-Baixo,0
Furto (art. 155),3539103,Pirapora do Bom Jesus,4.355,-0.3106,0.296,Não significativo,0
Furto (art. 155),3539202,Pirapozinho,6.194,0.0078,0.972,Não significativo,0
Furto (art. 155),3539301,Pirassununga,8.185,0.1676,0.134,Não significativo,0
Furto (art. 155),3539400,Piratininga,7.479,0.0279,0.586,Não significativo,0
Furto (art. 155),3539509,Pitangueiras,7.157,0.0046,0.734,Não significativo,0
Furto (art. 155),3539608,Planalto,7.519,-0.0789,0.152,Não significativo,0
Furto (art. 155),3539707,Platina,3.636,-0.0286,0.828,Não significativo,0
Furto (art. 155),3539806,Poá,12.47,3.0383,0.004,Alto-Alto,0
Furto (art. 155),3539905,Poloni,4.292,0.3497,0.716,Não significativo,0
Furto (art. 155),3540002,Pompéia,4.506,0.2362,0.262,Não significativo,0
Furto (art. 155),3540101,Pongaí,2.062,0.5827,0.312,Não significativo,0
Furto (art. 155),3540200,Pontal,5.557,-0.1458,0.352,Não significativo,0
Furto (art. 155),3540259,Pontalinda,3.635,0.3375,0.288,Não significativo,0
Furto (art. 155),3540309,Pontes Gestal,4.189,0.0996,0.934,Não significativo,0
Furto (art. 155),3540408,Populina,6.785,0.0223,0.352,Não significativo,0
Furto (art. 155),3540507,Porangaba,8.516,-0.0461,0.848,Não significativo,0
Furto (art. 155),3540606,Porto Feliz,6.248,-0.0637,0.33,Não significativo,0
Furto (art. 155),3540705,Porto Ferreira,6.173,-0.0492,0.588,Não significativo,0
Furto (art. 155),3540754,Potim,3.433,-1.0357,0.106,Não significativo,0
Furto (art. 155),3540804,Potirendaba,7.623,-0.0445,0.5,Não significativo,0
Furto (art. 155),3540853,Pracinha,2.327,1.2509,0.01,Baixo-Baixo,0
Furto (art. 155),3540903,Pradópolis,5.738,-0.0181,0.836,Não significativo,0
Furto (art. 155),3541000,Praia Grande,22.904,22.1736,0.002,Alto-Alto,1
Furto (art. 155),3541059,Pratânia,4.487,-0.0961,0.642,Não significativo,0
Furto (art. 155),3541109,Presidente Alves,4.469,-0.0819,0.708,Não significativo,0
Furto (art. 155),3541208,Presidente Bernardes,2.968,0.5461,0.118,Não significativo,0
Furto (art. 155),3541307,Presidente Epitácio,7.29,-0.0582,0.138,Não significativo,0
Furto (art. 155),3541406,Presidente Prudente,9.279,-0.4226,0.018,Alto-Baixo,0
Furto (art. 155),3541505,Presidente Venceslau,2.983,0.6832,0.068,Não significativo,0
Furto (art. 155),3541604,Promissão,6.604,0.0096,0.858,Não significativo,0
Furto (art. 155),3541653,Quadra,4.699,0.0679,0.854,Não significativo,0
Furto (art. 155),3541703,Quatá,3.039,0.0287,0.936,Não significativo,0
Furto (art. 155),3541802,Queiroz,5.513,0.2589,0.092,Não significativo,0
Furto (art. 155),3541901,Queluz,7.315,-0.0237,0.702,Não significativo,0
Furto (art. 155),3542008,Quintana,4.12,0.3305,0.242,Não significativo,0
Furto (art. 155),3542107,Rafard,4.685,0.1201,0.762,Não significativo,0
Furto (art. 155),3542206,Rancharia,7.626,-0.0794,0.14,Não significativo,0
Furto (art. 155),3542305,Redenção da Serra,10.681,0.3922,0.288,Não significativo,0
Furto (art. 155),3542404,Regente Feijó,7.297,-0.0425,0.248,Não significativo,0
Furto (art. 155),3542503,Reginópolis,2.088,-0.6431,0.23,Não significativo,0
Furto (art. 155),3542602,Registro,8.824,0.1277,0.48,Não significativo,0
Furto (art. 155),3542701,Restinga,8.901,0.5783,0.08,Não significativo,0
Furto (art. 155),3542800,Ribeira,3.193,1.1488,0.002,Baixo-Baixo,0
Furto (art. 155),3542909,Ribeirão Bonito,4.823,-0.2023,0.334,Não significativo,0
Furto (art. 155),3543006,Ribeirão Branco,4.134,0.4631,0.166,Não significativo,0
Furto (art. 155),3543105,Ribeirão Corrente,7.378,0.1101,0.072,Não significativo,0
Furto (art. 155),3543204,Ribeirão do Sul,4.062,0.1644,0.748,Não significativo,0
Furto (art. 155),3543238,Ribeirão dos Índios,1.975,1.135,0.008,Baixo-Baixo,0
Furto (art. 155),3543253,Ribeirão Grande,2.685,-0.3568,0.448,Não significativo,0
Furto (art. 155),3543303,Ribeirão Pires,6.629,-0.1182,0.058,Não significativo,0
Furto (art. 155),3543402,Ribeirão Preto,13.234,-0.004,0.89,Não significativo,0
Furto (art. 155),3543501,Riversul,6.43,0.0904,0.242,Não significativo,0
Furto (art. 155),3543600,Rifaina,13.584,1.623,0.196,Não significativo,0
Furto (art. 155),3543709,Rincão,7.474,0.0701,0.17,Não significativo,0
Furto (art. 155),3543808,Rinópolis,4.86,0.4133,0.108,Não significativo,0
Furto (art. 155),3543907,Rio Claro,8.837,0.1836,0.342,Não significativo,0
Furto (art. 155),3544004,Rio das Pedras,6.895,-0.0019,0.696,Não significativo,0
Furto (art. 155),3544103,Rio Grande da Serra,6.724,-0.0906,0.042,Baixo-Alto,0
Furto (art. 155),3544202,Riolândia,6.111,0.1112,0.326,Não significativo,0
Furto (art. 155),3544251,Rosana,6.422,0.0819,0.334,Não significativo,0
Furto (art. 155),3544301,Roseira,7.478,0.1025,0.128,Não significativo,0
Furto (art. 155),3544400,Rubiácea,3.333,0.586,0.17,Não significativo,0
Furto (art. 155),3544509,Rubinéia,3.392,-0.0825,0.754,Não significativo,0
Furto (art. 155),3544608,Sabino,8.803,0.0316,0.774,Não significativo,0
Furto (art. 155),3544707,Sagres,0.808,1.4341,0.02,Baixo-Baixo,0
Furto (art. 155),3544806,Sales,6.059,-0.0158,0.766,Não significativo,0
Furto (art. 155),3544905,Sales Oliveira,6.222,-0.003,0.852,Não significativo,0
Furto (art. 155),3545001,Salesópolis,5.065,-0.5224,0.038,Baixo-Alto,0
Furto (art. 155),3545100,Salmourão,4.16,0.6743,0.02,Baixo-Baixo,0
Furto (art. 155),3545159,Saltinho,6.862,-0.0075,0.55,Não significativo,0
Furto (art. 155),3545209,Salto,6.41,-0.0026,0.844,Não significativo,0
Furto (art. 155),3545308,Salto de Pirapora,6.537,-0.0421,0.322,Não significativo,0
Furto (art. 155),3545407,Salto Grande,9.503,-0.231,0.512,Não significativo,0
Furto (art. 155),3545506,Sandovalina,6.036,0.068,0.568,Não significativo,0
Furto (art. 155),3545605,Santa Adélia,5.422,0.0128,0.89,Não significativo,0
Furto (art. 155),3545704,Santa Albertina,3.285,0.9456,0.008,Baixo-Baixo,0
Furto (art. 155),3545803,Santa Bárbara d'Oeste,8.585,0.2149,0.22,Não significativo,0
Furto (art. 155),3546009,Santa Branca,6.655,-0.0269,0.404,Não significativo,0
Furto (art. 155),3546108,Santa Clara d'Oeste,6.159,0.1789,0.09,Não significativo,0
Furto (art. 155),3546207,Santa Cruz da Conceição,8.417,0.2333,0.218,Não significativo,0
Furto (art. 155),3546256,Santa Cruz da Esperança,8.507,0.062,0.638,Não significativo,0
Furto (art. 155),3546306,Santa Cruz das Palmeiras,4.296,-0.3526,0.246,Não significativo,0
Furto (art. 155),3546405,Santa Cruz do Rio Pardo,9.108,-0.0282,0.922,Não significativo,0
Furto (art. 155),3546504,Santa Ernestina,3.106,0.2817,0.696,Não significativo,0
Furto (art. 155),3546603,Santa Fé do Sul,6.812,0.0327,0.04,Baixo-Baixo,0
Furto (art. 155),3546702,Santa Gertrudes,4.701,-0.1845,0.552,Não significativo,0
Furto (art. 155),3546801,Santa Isabel,6.356,-0.1221,0.092,Não significativo,0
Furto (art. 155),3546900,Santa Lúcia,6.015,-0.2604,0.086,Não significativo,0
Furto (art. 155),3547007,Santa Maria da Serra,3.433,-0.5033,0.25,Não significativo,0
Furto (art. 155),3547106,Santa Mercedes,4.398,0.7175,0.004,Baixo-Baixo,0
Furto (art. 155),3547205,Santana da Ponte Pensa,5.988,0.2368,0.012,Baixo-Baixo,0
Furto (art. 155),3547304,Santana de Parnaíba,5.834,-0.4112,0.03,Baixo-Alto,0
Furto (art. 155),3547403,Santa Rita d'Oeste,2.195,0.7072,0.158,Não significativo,0
Furto (art. 155),3547502,Santa Rita do Passa Quatro,9.262,-0.1163,0.666,Não significativo,0
Furto (art. 155),3547601,Santa Rosa de Viterbo,5.681,-0.1574,0.328,Não significativo,0
Furto (art. 155),3547650,Santa Salete,4.255,0.477,0.15,Não significativo,0
Furto (art. 155),3547700,Santo Anastácio,3.006,1.0191,0.01,Baixo-Baixo,0
Furto (art. 155),3547809,Santo André,16.792,4.1875,0.002,Alto-Alto,0
Furto (art. 155),3547908,Santo Antônio da Alegria,4.723,-0.0645,0.698,Não significativo,0
Furto (art. 155),3548005,Santo Antônio de Posse,4.818,-0.2708,0.304,Não significativo,0
Furto (art. 155),3548054,Santo Antônio do Aracanguá,10.502,-0.1765,0.618,Não significativo,0
Furto (art. 155),3548104,Santo Antônio do Jardim,2.612,0.107,0.99,Não significativo,0
Furto (art. 155),3548203,Santo Antônio do Pinhal,7.851,0,0.912,Não significativo,0
Furto (art. 155),3548302,Santo Expedito,2.667,0.4701,0.392,Não significativo,0
Furto (art. 155),3548401,Santópolis do Aguapeí,4.873,0.5716,0.004,Baixo-Baixo,0
Furto (art. 155),3548500,Santos,15.628,4.8332,0.004,Alto-Alto,1
Furto (art. 155),3548609,São Bento do Sapucaí,3.769,-0.6544,0.298,Não significativo,0
Furto (art. 155),3548708,São Bernardo do Campo,12.341,3.7912,0.002,Alto-Alto,0
Furto (art. 155),3548807,São Caetano do Sul,13.377,7.051,0.002,Alto-Alto,0
Furto (art. 155),3548906,São Carlos,12.862,0.6464,0.19,Não significativo,0
Furto (art. 155),3549003,São Francisco,2.306,0.4817,0.408,Não significativo,0
Furto (art. 155),3549102,São João da Boa Vista,8.255,-0.0459,0.848,Não significativo,0
Furto (art. 155),3549201,São João das Duas Pontes,4.651,0.2193,0.494,Não significativo,0
Furto (art. 155),3549250,São João de Iracema,6.501,0.0886,0.052,Não significativo,0
Furto (art. 155),3549300,São João do Pau d'Alho,0,1.5405,0.018,Baixo-Baixo,0
Furto (art. 155),3549409,São Joaquim da Barra,5.993,-0.1081,0.286,Não significativo,0
Furto (art. 155),3549508,São José da Bela Vista,13.113,0.828,0.214,Não significativo,0
Furto (art. 155),3549607,São José do Barreiro,4.412,0.2187,0.522,Não significativo,0
Furto (art. 155),3549706,São José do Rio Pardo,6.953,0.0012,0.328,Não significativo,0
Furto (art. 155),3549805,São José do Rio Preto,16.507,0.0464,0.832,Não significativo,0
Furto (art. 155),3549904,São José dos Campos,8.724,0.1314,0.452,Não significativo,0
Furto (art. 155),3549953,São Lourenço da Serra,8.029,0.2251,0.118,Não significativo,0
Furto (art. 155),3550001,São Luiz do Paraitinga,4.547,-0.3709,0.188,Não significativo,0
Furto (art. 155),3550100,São Manuel,7.321,0.0165,0.614,Não significativo,0
Furto (art. 155),3550209,São Miguel Arcanjo,5.961,0.0469,0.742,Não significativo,0
Furto (art. 155),3550308,São Paulo,25.198,6.8804,0.002,Alto-Alto,0
Furto (art. 155),3550407,São Pedro,7.581,0.0384,0.448,Não significativo,0
Furto (art. 155),3550506,São Pedro do Turvo,4.018,0.016,0.916,Não significativo,0
Furto (art. 155),3550605,São Roque,8.731,0.197,0.256,Não significativo,0
Furto (art. 155),3550704,São Sebastião,12.758,2.2239,0.034,Alto-Alto,1
Furto (art. 155),3550803,São Sebastião da Grama,3.544,0.4939,0.2,Não significativo,0
Furto (art. 155),3550902,São Simão,8.853,0.0479,0.75,Não significativo,0
Furto (art. 155),3551009,São Vicente,15.256,9.3638,0.002,Alto-Alto,1
Furto (art. 155),3551108,Sarapuí,8.487,-0.0064,0.922,Não significativo,0
Furto (art. 155),3551207,Sarutaiá,4.05,0.4794,0.252,Não significativo,0
Furto (art. 155),3551306,Sebastianópolis do Sul,5.112,0.08,0.752,Não significativo,0
Furto (art. 155),3551405,Serra Azul,5.492,0.0308,0.944,Não significativo,0
Furto (art. 155),3551504,Serrana,5.033,-0.0312,0.75,Não significativo,0
Furto (art. 155),3551603,Serra Negra,6.657,0.0299,0.42,Não significativo,0
Furto (art. 155),3551702,Sertãozinho,8.031,0.0719,0.486,Não significativo,0
Furto (art. 155),3551801,Sete Barras,6.441,-0.0296,0.49,Não significativo,0
Furto (art. 155),3551900,Severínia,4.254,0.031,0.952,Não significativo,0
Furto (art. 155),3552007,Silveiras,5.173,0.0787,0.678,Não significativo,0
Furto (art. 155),3552106,Socorro,4.885,0.2089,0.382,Não significativo,0
Furto (art. 155),3552205,Sorocaba,15.711,0.4043,0.546,Não significativo,0
Furto (art. 155),3552304,Sud Mennucci,6.254,0.047,0.572,Não significativo,0
Furto (art. 155),3552403,Sumaré,9.476,0.6704,0.052,Não significativo,0
Furto (art. 155),3552502,Suzano,11.853,1.2715,0.054,Não significativo,0
Furto (art. 155),3552551,Suzanápolis,6.749,0.0045,0.988,Não significativo,0
Furto (art. 155),3552601,Tabapuã,4.857,0.3268,0.1,Não significativo,0
Furto (art. 155),3552700,Tabatinga,9.412,0.2362,0.422,Não significativo,0
Furto (art. 155),3552809,Taboão da Serra,9.819,2.1923,0.012,Alto-Alto,0
Furto (art. 155),3552908,Taciba,3.514,0.149,0.822,Não significativo,0
Furto (art. 155),3553005,Taguaí,4.815,0.4601,0.058,Não significativo,0
Furto (art. 155),3553104,Taiaçu,2.995,0.4268,0.358,Não significativo,0
Furto (art. 155),3553203,Taiúva,6.261,0.0031,0.884,Não significativo,0
Furto (art. 155),3553302,Tambaú,5.132,-0.2336,0.236,Não significativo,0
Furto (art. 155),3553401,Tanabi,8.985,-0.234,0.282,Não significativo,0
Furto (art. 155),3553500,Tapiraí,5.378,-0.119,0.424,Não significativo,0
Furto (art. 155),3553609,Tapiratiba,3.301,-0.2234,0.568,Não significativo,0
Furto (art. 155),3553658,Taquaral,8.4,0.0717,0.614,Não significativo,0
Furto (art. 155),3553708,Taquaritinga,8.611,-0.0038,0.898,Não significativo,0
Furto (art. 155),3553807,Taquarituba,5.626,0.3199,0.038,Baixo-Baixo,0
Furto (art. 155),3553856,Taquarivaí,3.49,0.1561,0.888,Não significativo,0
Furto (art. 155),3553906,Tarabai,6.273,0.0839,0.288,Não significativo,0
Furto (art. 155),3553955,Tarumã,3.763,0.1117,0.834,Não significativo,0
Furto (art. 155),3554003,Tatuí,8.23,-0.0045,0.956,Não significativo,0
Furto (art. 155),3554102,Taubaté,10.864,-0.0248,0.972,Não significativo,0
Furto (art. 155),3554201,Tejupá,3.877,0.4371,0.216,Não significativo,0
Furto (art. 155),3554300,Teodoro Sampaio,6.675,0.0318,0.354,Não significativo,0
Furto (art. 155),3554409,Terra Roxa,3.669,0.2107,0.682,Não significativo,0
Furto (art. 155),3554508,Tietê,7.275,-0.005,0.958,Não significativo,0
Furto (art. 155),3554607,Timburi,3.653,0.265,0.514,Não significativo,0
Furto (art. 155),3554656,Torre de Pedra,6.354,0.0044,0.9,Não significativo,0
Furto (art. 155),3554706,Torrinha,5.463,0.0135,0.984,Não significativo,0
Furto (art. 155),3554755,Trabiju,3.567,0.3411,0.512,Não significativo,0
Furto (art. 155),3554805,Tremembé,5.003,-0.1414,0.496,Não significativo,0
Furto (art. 155),3554904,Três Fronteiras,6.026,0.1718,0.08,Não significativo,0
Furto (art. 155),3554953,Tuiuti,7.229,0.0032,0.86,Não significativo,0
Furto (art. 155),3555000,Tupã,7.039,-0.0108,0.184,Não significativo,0
Furto (art. 155),3555109,Tupi Paulista,2.649,0.7314,0.08,Não significativo,0
Furto (art. 155),3555208,Turiúba,5.501,0.114,0.416,Não significativo,0
Furto (art. 155),3555307,Turmalina,5.992,0.0675,0.592,Não significativo,0
Furto (art. 155),3555356,Ubarana,7.269,0.0019,0.834,Não significativo,0
Furto (art. 155),3555406,Ubatuba,17.509,0.0545,0.886,Não significativo,1
Furto (art. 155),3555505,Ubirajara,6.625,0.0122,0.842,Não significativo,0
Furto (art. 155),3555604,Uchoa,5.292,0.147,0.438,Não significativo,0
Furto (art. 155),3555703,União Paulista,3.119,0.4219,0.406,Não significativo,0
Furto (art. 155),3555802,Urânia,6,0.2302,0.008,Baixo-Baixo,0
Furto (art. 155),3555901,Uru,3.605,0.6113,0.13,Não significativo,0
Furto (art. 155),3556008,Urupês,5.893,0.0787,0.596,Não significativo,0
Furto (art. 155),3556107,Valentim Gentil,4.398,0.3279,0.286,Não significativo,0
Furto (art. 155),3556206,Valinhos,7.454,0.1115,0.132,Não significativo,0
Furto (art. 155),3556305,Valparaíso,4.084,0.3468,0.214,Não significativo,0
Furto (art. 155),3556354,Vargem,6.469,0.0487,0.5,Não significativo,0
Furto (art. 155),3556404,Vargem Grande do Sul,7.301,0.0249,0.444,Não significativo,0
Furto (art. 155),3556453,Vargem Grande Paulista,7.379,0.0731,0.234,Não significativo,0
Furto (art. 155),3556503,Várzea Paulista,7.575,0.1121,0.244,Não significativo,0
Furto (art. 155),3556602,Vera Cruz,5.896,-0.0224,0.688,Não significativo,0
Furto (art. 155),3556701,Vinhedo,8.479,-0.019,0.952,Não significativo,0
Furto (art. 155),3556800,Viradouro,4.651,-0.0397,0.758,Não significativo,0
Furto (art. 155),3556909,Vista Alegre do Alto,2.466,0.7295,0.146,Não significativo,0
Furto (art. 155),3556958,Vitória Brasil,4.459,0.2556,0.452,Não significativo,0
Furto (art. 155),3557006,Votorantim,7.88,0.1748,0.166,Não significativo,0
Furto (art. 155),3557105,Votuporanga,7.409,-0.0536,0.18,Não significativo,0
Furto (art. 155),3557154,Zacarias,5.201,-0.0298,0.746,Não significativo,0
Furto (art. 155),3557204,Chavantes,9.254,-0.1678,0.618,Não significativo,0
Furto (art. 155),3557303,Estiva Gerbi,5.666,-0.0799,0.55,Não significativo,0
Lesão corporal (art. 129),3500105,Adamantina,4.411,-0.0084,0.726,Não significativo,0
Lesão corporal (art. 129),3500204,Adolfo,7.814,3.5542,0.016,Alto-Alto,0
Lesão corporal (art. 129),3500303,Aguaí,4.459,-0.0017,0.994,Não significativo,0
Lesão corporal (art. 129),3500402,Águas da Prata,5.157,-0.0119,0.95,Não significativo,0
Lesão corporal (art. 129),3500501,Águas de Lindóia,4.406,-0.0175,0.398,Não significativo,0
Lesão corporal (art. 129),3500550,Águas de Santa Bárbara,5.155,-0.11,0.644,Não significativo,0
Lesão corporal (art. 129),3500600,Águas de São Pedro,4.676,-0.0061,0.89,Não significativo,0
Lesão corporal (art. 129),3500709,Agudos,4.246,-0.013,0.52,Não significativo,0
Lesão corporal (art. 129),3500758,Alambari,2.605,0.1825,0.832,Não significativo,0
Lesão corporal (art. 129),3500808,Alfredo Marcondes,7.199,2.2187,0.034,Alto-Alto,0
Lesão corporal (art. 129),3500907,Altair,4.926,0.2658,0.138,Não significativo,0
Lesão corporal (art. 129),3501004,Altinópolis,3.151,-0.0582,0.776,Não significativo,0
Lesão corporal (art. 129),3501103,Alto Alegre,2.343,0.3893,0.486,Não significativo,0
Lesão corporal (art. 129),3501152,Alumínio,3.352,0.3336,0.288,Não significativo,0
Lesão corporal (art. 129),3501202,Álvares Florence,4.598,0.1654,0.038,Alto-Alto,0
Lesão corporal (art. 129),3501301,Álvares Machado,4.073,-0.1081,0.226,Não significativo,0
Lesão corporal (art. 129),3501400,Álvaro de Carvalho,4.16,-0.1215,0.048,Baixo-Alto,0
Lesão corporal (art. 129),3501509,Alvinlândia,4.506,0.119,0.032,Alto-Alto,0
Lesão corporal (art. 129),3501608,Americana,3.22,0.4652,0.148,Não significativo,0
Lesão corporal (art. 129),3501707,Américo Brasiliense,4.27,0.0519,0.03,Baixo-Baixo,0
